caregiver_id,name,gender,birth_date,experience_years,certifications,specialties,service_region,has_vehicle,hourly_rate
64,한소영,Female,1972-07-04,12,간호조무사|물리치료사|요양보호사 2급|작업치료사|간호사,재활|당뇨|관절염|암|골다공증|호스피스,SEOUL_JUNG,False,23800
65,정도윤,Male,1972-10-16,8,간호조무사|작업치료사|재활치료사,호스피스|척추염|식사보조|고혈압,SEOUL_GWANAK,False,21900
66,신성민,Male,1987-02-20,10,재활치료사|작업치료사|간호사,척추염|인지장애|호스피스|관절염|고혈압|중풍,SEOUL_DOBONG,False,25500
67,김용수,Male,1972-09-02,7,재활치료사|요양보호사 1급,골다공증|척추염|뇌졸중|파킨슨,GYEONGGI_BUCHEON,True,21000
68,양경희,Female,1965-09-28,6,작업치료사|재활치료사,치매|고혈압|식사보조|암,SEOUL_GWANAK,False,21300
69,정수진,Female,1956-04-15,9,사회복지사 2급|물리치료사|작업치료사,치매|골다공증|와상환자|당뇨|인지장애|고혈압,DAEGU_DALSEO,True,23500
70,홍하나,Female,1968-07-15,3,간호조무사|작업치료사,인지장애|관절염|재활,SEOUL_GANGNAM,True,15900
71,홍정은,Female,1984-07-31,11,작업치료사|사회복지사 2급|간호조무사|요양보호사 2급,암|식사보조|인지장애|중풍|관절염,SEOUL_SONGPA,False,24800
72,안영희,Female,1957-03-30,14,간호사|간호조무사|작업치료사|요양보호사 1급,파킨슨|고혈압|인지장애|중풍|골다공증|재활,SEOUL_MAPO,False,25000
73,양준혁,Male,1979-11-20,14,요양보호사 2급|요양보호사 1급|간호조무사|재활치료사,골다공증|치매|호스피스|고혈압|관절염|암,SEOUL_JUNG,False,27300
74,박미선,Female,1972-07-15,4,요양보호사 2급|간호조무사|작업치료사,와상환자|척추염|중풍|치매,SEOUL_GEUMCHEON,True,17700
75,남철수,Male,1981-06-18,10,작업치료사|물리치료사|간호사|간호조무사,당뇨|뇌졸중|와상환자|암|인지장애,SEOUL_JUNG,False,24700
76,이수진,Female,1962-01-15,13,작업치료사|요양보호사 2급|간호조무사|요양보호사 1급,중풍|와상환자|관절염|치매|척추염|식사보조,SEOUL_SEODAEMUN,False,24900
77,임현우,Male,1985-04-07,12,요양보호사 2급|물리치료사|작업치료사|요양보호사 1급|재활치료사,호스피스|관절염|치매|고혈압|인지장애|파킨슨,SEOUL_GWANGJIN,False,26600
78,신철수,Male,1989-08-19,13,사회복지사 2급|재활치료사|간호조무사|물리치료사|간호사,와상환자|관절염|호스피스|중풍|뇌졸중|치매,INCHEON_BUPYEONG,True,27700
79,윤준혁,Male,1965-03-29,12,사회복지사 2급|물리치료사|요양보호사 2급|재활치료사,치매|뇌졸중|와상환자|암|인지장애|골다공증,GYEONGGI_HANAM,False,26900
80,장정호,Male,1986-10-18,13,간호사|작업치료사|요양보호사 2급|재활치료사,암|척추염|당뇨|고혈압|호스피스|식사보조,SEOUL_MAPO,True,25800
81,장순자,Female,1955-05-17,3,간호사|요양보호사 1급,호스피스|중풍|파킨슨|암,SEOUL_SEONGDONG,True,17800
82,허미숙,Female,1973-08-08,3,작업치료사,관절염|치매|식사보조|암,SEOUL_GANGNAM,True,17000
83,남건우,Male,1979-12-02,12,사회복지사 2급|간호사|재활치료사|간호조무사,재활|골다공증|암|인지장애|치매|와상환자,SEOUL_GWANGJIN,False,23900
84,장혜진,Female,1971-04-15,4,재활치료사|요양보호사 1급|사회복지사 2급,뇌졸중|당뇨|중풍|골다공증,SEOUL_DONGJAK,True,17800
85,신성민,Male,1955-12-01,4,간호사|물리치료사|사회복지사 2급,인지장애|암|고혈압,INCHEON_YEONSU,True,17300
86,김동현,Male,1975-01-26,3,작업치료사|사회복지사 2급,뇌졸중|치매|당뇨|재활,GYEONGGI_GWANGMYEONG,True,16800
87,백정우,Male,1967-08-15,9,사회복지사 2급|물리치료사|재활치료사,골다공증|척추염|뇌졸중|호스피스|중풍|재활,SEOUL_GURO,False,22000
88,황철수,Male,1983-06-23,9,물리치료사|요양보호사 2급|사회복지사 2급|요양보호사 1급,치매|중풍|재활|척추염|골다공증,SEOUL_YONGSAN,False,22900
89,임지훈,Male,1960-06-09,14,요양보호사 2급|간호사|물리치료사|간호조무사,당뇨|와상환자|식사보조|고혈압|재활|인지장애,SEOUL_EUNPYEONG,True,26100
90,양유진,Female,1985-04-08,13,사회복지사 2급|작업치료사|물리치료사|요양보호사 2급|재활치료사,와상환자|골다공증|암|뇌졸중|척추염|치매,SEOUL_GWANGJIN,False,27800
91,박현수,Male,1985-04-30,9,재활치료사|요양보호사 2급|간호조무사,중풍|당뇨|척추염|뇌졸중|식사보조,SEOUL_GWANGJIN,False,24300
92,권정숙,Female,1973-01-06,14,간호사|요양보호사 2급|사회복지사 2급|작업치료사|물리치료사,관절염|고혈압|인지장애|파킨슨|재활|중풍,SEOUL_SEONGBUK,True,25400
93,신미숙,Female,1955-12-20,13,요양보호사 2급|간호조무사|물리치료사|작업치료사,와상환자|치매|고혈압|식사보조|뇌졸중|재활,SEOUL_DONGJAK,True,27500
94,이현정,Female,1952-09-05,8,물리치료사|간호조무사|요양보호사 2급|요양보호사 1급,고혈압|재활|관절염|파킨슨,SEOUL_GANGSEO,True,20500
95,고지현,Female,1964-01-25,3,요양보호사 2급|간호조무사,파킨슨|골다공증|식사보조|암,INCHEON_YEONSU,False,16300
96,송미선,Female,1950-02-02,14,물리치료사|요양보호사 2급|간호조무사|재활치료사|요양보호사 1급,호스피스|와상환자|식사보조|인지장애|척추염|당뇨,GYEONGGI_BUCHEON,True,28000
97,남민정,Female,1971-12-25,8,사회복지사 2급|재활치료사|간호조무사|요양보호사 1급,골다공증|척추염|와상환자|치매|관절염,SEOUL_YEONGDEUNGPO,True,22200
98,손민수,Male,1963-02-18,14,요양보호사 1급|사회복지사 2급|재활치료사|간호사,척추염|식사보조|뇌졸중|재활|암|당뇨,SEOUL_YONGSAN,True,28400
99,배순자,Female,1971-07-27,3,간호사,뇌졸중|재활|척추염,SEOUL_GWANGJIN,True,18300
100,홍보람,Female,1965-04-27,7,재활치료사|물리치료사|간호사,치매|뇌졸중|암|고혈압|척추염,SEOUL_MAPO,False,21600
101,손혜진,Female,1953-10-02,12,요양보호사 1급|간호조무사|간호사|작업치료사|물리치료사,척추염|와상환자|식사보조|인지장애|중풍|뇌졸중,SEOUL_GWANGJIN,False,24300
102,강성민,Male,1959-11-19,11,요양보호사 1급|물리치료사|요양보호사 2급|재활치료사,와상환자|관절염|고혈압|뇌졸중|척추염|재활,SEOUL_EUNPYEONG,True,22400
103,황시우,Male,1981-12-16,7,작업치료사|간호사|사회복지사 2급,식사보조|인지장애|골다공증|치매|중풍,SEOUL_GWANGJIN,False,20600
104,유도윤,Male,1953-04-23,2,물리치료사,고혈압|치매,GYEONGGI_SEONGNAM,True,15800
105,남상철,Male,1964-09-21,14,간호조무사|작업치료사|요양보호사 2급|물리치료사|요양보호사 1급,암|재활|호스피스|골다공증|식사보조|와상환자,SEOUL_GANGBUK,False,26400
106,유숙자,Female,1986-02-19,5,물리치료사|작업치료사|요양보호사 1급,인지장애|당뇨|암|식사보조,SEOUL_DONGJAK,False,18800
107,류성민,Male,1985-11-13,9,요양보호사 1급|작업치료사|사회복지사 2급,암|고혈압|척추염|호스피스|치매|재활,SEOUL_GEUMCHEON,False,23600
108,백지훈,Male,1967-06-25,13,요양보호사 2급|사회복지사 2급|재활치료사|간호조무사|작업치료사,식사보조|인지장애|중풍|당뇨|호스피스|암,SEOUL_GANGDONG,False,25600
109,류기철,Male,1975-03-06,15,사회복지사 2급|물리치료사|요양보호사 1급|재활치료사|간호조무사,치매|척추염|뇌졸중|호스피스|중풍|당뇨,SEOUL_EUNPYEONG,True,27200
110,홍용수,Male,1961-04-12,11,재활치료사|간호조무사|요양보호사 2급,재활|호스피스|뇌졸중|파킨슨|인지장애,SEOUL_YONGSAN,False,22800
111,최상철,Male,1955-11-21,7,요양보호사 1급|작업치료사,중풍|와상환자|당뇨|암,SEOUL_YEONGDEUNGPO,False,19600
112,심지영,Female,1963-03-29,6,간호사|작업치료사|요양보호사 2급,골다공증|파킨슨|당뇨|중풍|뇌졸중,SEOUL_SONGPA,True,22200
113,이시우,Male,1980-04-10,6,작업치료사|재활치료사,고혈압|식사보조|암|관절염,SEOUL_SEONGDONG,True,20900
114,최보람,Female,1953-07-30,12,요양보호사 2급|물리치료사|간호조무사|사회복지사 2급|재활치료사,와상환자|식사보조|척추염|치매|암|고혈압,SEOUL_GANGSEO,False,25800
115,이지현,Female,1981-10-25,8,사회복지사 2급|간호사|간호조무사,당뇨|와상환자|고혈압|암,SEOUL_GWANGJIN,False,20600
116,손성호,Male,1985-12-05,4,재활치료사|요양보호사 2급,호스피스|관절염|인지장애,SEOUL_JUNG,False,19700
117,고미숙,Female,1975-02-09,11,작업치료사|간호사|재활치료사|간호조무사,와상환자|인지장애|척추염|치매|골다공증|뇌졸중,SEOUL_NOWON,False,25000
118,신건우,Male,1968-03-03,2,물리치료사|간호사,와상환자|척추염|파킨슨,SEOUL_YEONGDEUNGPO,True,18400
119,남용수,Male,1988-02-28,13,재활치료사|요양보호사 2급|물리치료사|사회복지사 2급|간호조무사,척추염|식사보조|와상환자|뇌졸중|파킨슨|골다공증,SEOUL_GANGNAM,False,24400
120,황민준,Male,1974-08-23,3,작업치료사,고혈압|식사보조|와상환자,SEOUL_GANGDONG,False,16900
121,장영호,Male,1956-11-19,7,재활치료사|간호사|요양보호사 2급,호스피스|파킨슨|당뇨|중풍,GYEONGGI_PYEONGTAEK,True,20500
122,안승현,Male,1950-02-06,14,요양보호사 2급|사회복지사 2급|간호사|요양보호사 1급,척추염|인지장애|호스피스|재활|와상환자|암,SEOUL_SEONGDONG,True,28300
123,양순자,Female,1970-05-08,14,재활치료사|요양보호사 1급|간호사|요양보호사 2급|작업치료사,당뇨|척추염|식사보조|암|관절염|호스피스,SEOUL_JUNG,True,26200
124,최기철,Male,1952-08-29,11,사회복지사 2급|재활치료사|요양보호사 2급|간호조무사,호스피스|고혈압|치매|식사보조|와상환자,GYEONGGI_PAJU,False,24700
125,남상철,Male,1962-05-25,11,간호조무사|작업치료사|요양보호사 2급,고혈압|식사보조|재활|호스피스|당뇨,DAEGU_DALSEO,False,24400
126,문현정,Female,1967-07-14,8,작업치료사|재활치료사|간호사|물리치료사,중풍|골다공증|재활|와상환자,SEOUL_YONGSAN,True,21100
127,배미숙,Female,1984-09-24,12,물리치료사|간호사|사회복지사 2급|요양보호사 1급|재활치료사,고혈압|뇌졸중|치매|식사보조|호스피스|중풍,SEOUL_GANGBUK,False,24200
128,송영호,Male,1971-09-25,13,간호사|요양보호사 2급|물리치료사|간호조무사,골다공증|고혈압|척추염|호스피스|식사보조|당뇨,INCHEON_NAMDONG,True,27900
129,이용수,Male,1962-12-07,11,물리치료사|사회복지사 2급|요양보호사 2급,뇌졸중|골다공증|와상환자|관절염|인지장애,GYEONGGI_HWASEONG,False,23800
130,백소영,Female,1950-10-06,8,작업치료사|물리치료사|요양보호사 1급,파킨슨|호스피스|재활|관절염|당뇨,SEOUL_SEONGBUK,False,20200
131,송건우,Male,1950-08-09,9,작업치료사|요양보호사 2급|간호사,당뇨|골다공증|암|중풍|재활|관절염,GYEONGGI_HANAM,True,22600
132,백준혁,Male,1955-03-26,15,작업치료사|사회복지사 2급|요양보호사 1급|간호사,관절염|와상환자|암|치매|골다공증|당뇨,SEOUL_NOWON,False,27600
133,문영자,Female,1976-05-06,15,사회복지사 2급|작업치료사|간호사|요양보호사 2급,척추염|인지장애|중풍|관절염|고혈압|골다공증,SEOUL_JUNG,True,28600
134,최지현,Female,1978-09-24,5,간호사|사회복지사 2급|재활치료사,고혈압|당뇨|치매|골다공증,SEOUL_DONGDAEMUN,True,20300
135,강지현,Female,1961-01-14,13,물리치료사|간호사|작업치료사|간호조무사,암|호스피스|파킨슨|고혈압|와상환자|치매,SEOUL_EUNPYEONG,True,25800
136,홍상철,Male,1974-06-03,5,요양보호사 1급|물리치료사|간호사,인지장애|치매|척추염,SEOUL_NOWON,True,19800
137,송민수,Male,1976-08-29,6,사회복지사 2급|요양보호사 1급|요양보호사 2급,척추염|호스피스|관절염|파킨슨,SEOUL_GANGNAM,False,20900
138,남정희,Female,1970-04-24,5,작업치료사|요양보호사 2급|재활치료사,인지장애|암|재활,SEOUL_JUNG,False,17800
139,황혜진,Female,1983-08-10,9,작업치료사|요양보호사 2급|간호사,암|척추염|당뇨|뇌졸중|식사보조|호스피스,SEOUL_SEODAEMUN,False,24300
140,허도윤,Male,1956-09-01,5,요양보호사 2급|작업치료사|요양보호사 1급,척추염|관절염|식사보조,GYEONGGI_HANAM,False,17600
141,백서연,Female,1950-09-05,14,물리치료사|요양보호사 2급|사회복지사 2급|재활치료사,고혈압|당뇨|관절염|치매|식사보조|중풍,SEOUL_JUNGNANG,True,28200
142,문정희,Female,1954-07-12,7,사회복지사 2급|간호사,중풍|인지장애|암|당뇨|골다공증,SEOUL_SEONGDONG,False,19300
143,심정호,Male,1980-05-02,9,간호조무사|사회복지사 2급|작업치료사|간호사,재활|식사보조|인지장애|관절염|암|고혈압,SEOUL_SEONGBUK,False,24700
144,홍현수,Male,1971-10-23,4,요양보호사 2급|물리치료사,중풍|뇌졸중|척추염|호스피스,SEOUL_GWANAK,True,18200
145,안영호,Male,1982-06-22,6,요양보호사 1급|요양보호사 2급|재활치료사,재활|골다공증|뇌졸중|호스피스,SEOUL_GWANAK,True,20900
146,신시우,Male,1963-06-17,4,요양보호사 2급|재활치료사|사회복지사 2급,척추염|파킨슨|뇌졸중|중풍,SEOUL_SEONGBUK,True,20100
147,유민정,Female,1989-11-02,5,요양보호사 2급|재활치료사|사회복지사 2급,뇌졸중|인지장애|치매|중풍,SEOUL_SEONGBUK,False,19600
148,오영호,Male,1973-11-07,14,요양보호사 2급|사회복지사 2급|작업치료사|재활치료사,골다공증|호스피스|식사보조|척추염|고혈압|관절염,SEOUL_SEODAEMUN,False,26400
149,손철수,Male,1962-08-01,12,간호조무사|재활치료사|사회복지사 2급|요양보호사 2급|요양보호사 1급,재활|관절염|고혈압|암|중풍|치매,SEOUL_SEOCHO,True,26000
150,장보람,Female,1964-04-13,13,간호조무사|사회복지사 2급|작업치료사|물리치료사,암|척추염|관절염|고혈압|재활|당뇨,SEOUL_GANGSEO,False,26400
151,유보람,Female,1980-03-07,6,물리치료사|간호조무사|재활치료사,호스피스|와상환자|고혈압|척추염|뇌졸중,SEOUL_YANGCHEON,True,21800
152,박동현,Male,1958-07-22,10,간호사|작업치료사|요양보호사 1급,척추염|뇌졸중|파킨슨|재활|고혈압,SEOUL_YONGSAN,True,21900
153,조영호,Male,1954-11-06,3,재활치료사,치매|중풍|식사보조|관절염,SEOUL_SONGPA,True,17100
154,양민수,Male,1966-03-25,6,간호사|간호조무사|작업치료사,고혈압|재활|중풍|관절염|치매,SEOUL_YANGCHEON,True,21300
155,최민정,Female,1982-07-17,10,물리치료사|요양보호사 2급|사회복지사 2급,관절염|인지장애|골다공증|암|당뇨,SEOUL_GEUMCHEON,False,25400
156,윤지훈,Male,1957-02-22,9,재활치료사|요양보호사 1급|간호조무사,고혈압|식사보조|호스피스|중풍|척추염,SEOUL_GWANGJIN,False,23600
157,강정우,Male,1974-12-09,5,요양보호사 2급|물리치료사|재활치료사,당뇨|골다공증|중풍|재활,DAEGU_DALSEO,True,18600
158,한태영,Male,1977-05-13,15,요양보호사 2급|작업치료사|간호사|사회복지사 2급,호스피스|척추염|관절염|치매|파킨슨|당뇨,SEOUL_JONGNO,False,28000
159,양영희,Female,1953-10-10,3,간호조무사|사회복지사 2급,와상환자|관절염|파킨슨,DAEGU_JUNG,True,17200
160,양현정,Female,1964-05-02,8,물리치료사|사회복지사 2급|재활치료사,당뇨|뇌졸중|파킨슨|고혈압|중풍,SEOUL_YANGCHEON,False,21600
161,황영자,Female,1980-04-03,6,사회복지사 2급|요양보호사 2급|작업치료사,파킨슨|호스피스|치매|뇌졸중,SEOUL_YANGCHEON,False,20000
162,송숙자,Female,1981-07-01,2,재활치료사,암|당뇨|척추염,SEOUL_SEONGDONG,False,17400
163,권건우,Male,1961-03-04,11,물리치료사|간호조무사|간호사,호스피스|와상환자|파킨슨|인지장애|고혈압|재활,SEOUL_SEODAEMUN,True,23500
164,권민준,Male,1973-09-08,11,작업치료사|간호조무사|재활치료사,와상환자|암|재활|식사보조|고혈압|척추염,SEOUL_DONGJAK,False,25900
165,서민정,Female,1954-09-24,11,간호조무사|사회복지사 2급|요양보호사 1급,인지장애|파킨슨|관절염|치매|와상환자,DAEJEON_YUSEONG,True,25500
166,심지훈,Male,1972-12-20,14,사회복지사 2급|요양보호사 2급|작업치료사|간호조무사|재활치료사,뇌졸중|관절염|골다공증|치매|와상환자|당뇨,SEOUL_JONGNO,False,28200
167,신숙자,Female,1955-02-16,8,물리치료사|간호조무사|사회복지사 2급|재활치료사,호스피스|인지장애|파킨슨|암,SEOUL_YEONGDEUNGPO,True,21400
168,오정희,Female,1986-12-28,6,재활치료사|간호조무사|요양보호사 1급,호스피스|암|재활|중풍|치매,SEOUL_SEONGDONG,False,20500
169,고기철,Male,1977-09-02,9,물리치료사|작업치료사|간호사|재활치료사,고혈압|중풍|인지장애|뇌졸중|와상환자|암,SEOUL_JUNG,False,21200
170,정영희,Female,1962-12-17,9,요양보호사 2급|간호조무사|간호사,와상환자|파킨슨|골다공증|치매|중풍,SEOUL_EUNPYEONG,False,21100
171,서정숙,Female,1975-07-16,2,요양보호사 2급|간호사,치매|암,GYEONGGI_NAMYANGJU,False,18300
